"9Online","9District","9Age","9Income","9Tenure","9Profit","0Profit"
0,1100,NA,NA,4.83,-156,-152
0,1200,4,4,2.33,-165,-165
0,1100,NA,NA,5.58,127,263
1,1300,4,6,15.58,-91,-92
0,1200,4,4,4.5,-220,-133
0,1100,NA,NA,7.83,-57,-17
0,1200,6,NA,2.25,-57,-61
0,1200,7,4,22.08,66,67
0,1200,NA,NA,11.08,48,NA
0,1300,2,6,8.33,177,348
0,1200,1,3,4,-80,-32
0,1200,3,9,7.41,80,136
1,1200,NA,NA,3.5,-24,95
0,1200,4,6,13.91,142,152
0,1300,7,2,4.66,35,16
0,1200,NA,NA,22.08,-56,-56
0,1300,NA,NA,5.75,-9,-9
0,1200,NA,NA,5.16,-13,11
0,1200,3,7,14.08,146,99
0,1100,4,7,6.33,-1,13
0,1200,2,3,1,-3,-27
0,1200,4,8,15.16,1173,3772
0,1200,3,6,3.91,1224,1237
1,1200,2,5,2.75,30,46
0,1200,4,7,1.08,131,NA
0,1100,NA,NA,5.08,410,536
0,1100,6,7,30.58,499,410
0,1200,7,8,19,-53,-82
0,1200,2,5,9.16,-97,-124
0,1200,NA,NA,0.75,-14,-59
0,1300,5,6,4.41,-122,-33
0,1200,4,3,15.75,23,-4
0,1200,4,9,7.08,266,328
0,1200,6,7,28,-136,85
0,1200,2,6,1,-29,-29
0,1200,4,6,14.75,200,65
0,1200,5,6,13.58,64,15
0,1200,1,1,3.41,-28,8
0,1200,7,NA,15.08,-108,NA
0,1100,3,5,13.08,2,-181
0,1200,6,1,2.5,-84,-15
1,1200,5,6,4.25,-6,-24
0,1200,2,7,1.58,-17,NA
0,1200,3,4,0.66,-17,-29
0,1200,4,6,6.66,-34,245
1,1200,4,7,13.75,503,858
0,1200,NA,5,10,-31,-31
0,1100,3,4,9.66,-71,-73
0,1200,NA,NA,8.58,-56,66
0,1100,3,4,3,42,69
1,1200,2,7,4.5,1,-97
0,1300,2,4,4.41,124,NA
1,1200,5,3,13.66,-53,-62
0,1200,3,6,2.83,-94,184
1,1300,4,3,10.5,-14,-1
0,1200,3,5,14.91,179,205
1,1300,5,4,6.41,61,116
0,1200,3,6,1.83,-37,-17
0,1100,6,4,6.75,564,802
0,1200,5,5,17.33,961,915
0,1200,2,6,5.75,-24,-6
0,1300,NA,NA,13.83,-25,-18
0,1300,3,6,2.16,116,NA
0,1200,4,8,15.58,-65,-49
0,1200,4,4,10.83,384,144
1,1300,4,5,5.83,-102,-115
1,1200,4,7,1.75,-5,2
0,1200,NA,NA,2.5,-34,-33
0,1200,5,2,11.91,103,-10
0,1200,3,3,1.5,-36,399
0,1200,NA,NA,6.5,143,NA
1,1200,5,3,23.25,150,229
0,1200,3,6,12.08,358,26
0,1200,2,7,6.66,-122,-129
0,1300,2,5,5.66,51,62
0,1300,4,5,19.16,284,461
0,1200,4,7,18.41,182,135
0,1200,2,NA,2.91,-3,17
0,1300,3,8,9.66,176,243
0,1200,NA,NA,0.41,12,NA
0,1200,3,7,10.41,696,458
0,1200,5,3,20.75,59,-37
0,1200,2,NA,1.41,-28,-30
1,1200,2,8,9.33,-47,-37
0,1200,5,1,3.33,-26,-25
1,1200,3,7,5.66,461,237
0,1300,NA,NA,20.08,-20,-19
0,1200,1,7,6.66,-19,NA
0,1200,NA,NA,12.25,301,6
0,1100,7,3,15.5,108,180
0,1200,NA,NA,0.66,92,NA
0,1200,3,5,2.08,186,213
0,1200,3,6,7.16,-31,-59
0,1200,7,6,26.08,637,854
0,1200,4,8,7.91,-16,-28
0,1200,NA,NA,3.75,-34,NA
0,1100,4,5,10.41,-28,-52
0,1200,1,1,2,14,-5
0,1200,NA,NA,13.5,345,501
0,1200,2,3,2.08,-11,0
0,1300,4,6,9.41,313,252
1,1200,2,NA,3.75,1133,342
0,1100,7,2,12.25,-74,501
0,1200,NA,NA,30.08,-105,-187
0,1200,NA,NA,4.33,-25,-5
1,1200,4,9,25.25,203,130
1,1200,2,8,8.33,119,98
0,1200,2,3,5.33,278,155
0,1200,3,5,2.16,120,154
0,1200,NA,NA,1.41,14,NA
0,1200,3,7,16,-3,-17
0,1200,NA,NA,5.75,2,153
0,1200,6,8,10.75,148,238
0,1100,4,5,18.58,114,-48
0,1200,4,6,15.83,191,261
1,1200,3,5,19.91,-22,7
0,1300,NA,NA,0.91,-27,12
0,1200,4,9,5,133,97
0,1200,3,9,18.58,267,251
0,1200,2,6,1.58,-11,-10
0,1200,3,6,17.08,-58,NA
1,1200,NA,NA,18.33,-67,NA
1,1200,5,6,11.91,330,297
0,1200,7,8,20.16,-95,-94
0,1200,1,6,1.58,-32,-4
0,1200,3,7,11.16,141,50
0,1100,4,5,9.08,-121,-66
0,1100,NA,NA,0.41,25,NA
0,1300,NA,NA,2.75,-30,NA
0,1100,NA,NA,40.75,126,141
0,1200,2,2,3.91,9,-34
0,1200,NA,NA,4.66,-95,-24
1,1100,NA,NA,3.91,-30,-29
0,1300,3,4,12.91,-7,-40
0,1100,NA,4,3.25,-1,-2
0,1300,5,6,28.66,555,66
0,1200,4,1,15.66,323,452
0,1200,NA,NA,2,-11,3
0,1200,2,7,7.25,145,142
1,1200,7,6,3,-105,-111
0,1200,2,8,6.83,218,534
0,1200,2,9,6.58,-126,-139
0,1200,NA,NA,2.41,-58,10
0,1200,2,7,4.75,371,1245
0,1200,NA,NA,1.25,18,NA
1,1200,3,4,1.75,509,577
0,1200,7,4,24.5,10,127
0,1200,NA,NA,5.16,-40,NA
1,1200,3,6,9.5,-98,-68
1,1200,4,5,13.5,225,NA
1,1200,NA,NA,2.08,-167,135
0,1100,3,4,3.66,-45,-39
0,1200,NA,NA,0.25,10,-7
0,1200,3,7,3.58,-75,33
0,1200,4,5,11.58,-155,-161
0,1200,NA,NA,6.66,1500,832
0,1200,7,9,22.5,331,388
0,1200,5,6,9.66,-62,-61
0,1200,4,6,13.41,332,223
0,1200,3,4,10.66,205,206
0,1200,2,5,6.66,147,146
0,1300,5,4,17.66,-42,-38
0,1200,3,5,4.83,-42,92
0,1200,4,9,8.33,-43,2
0,1200,NA,7,6.16,161,161
1,1200,1,6,1.66,273,773
0,1200,3,5,3.08,-16,-200
0,1200,7,9,19.66,118,1222
0,1300,4,4,0.91,-19,93
0,1200,4,6,20,207,701
0,1200,NA,NA,2.58,123,132
0,1300,7,2,2.66,747,761
0,1200,NA,NA,5.5,849,737
0,1200,5,6,7.58,282,362
0,1200,2,4,4.41,24,87
0,1200,NA,7,11.58,-29,-30
0,1200,4,7,4.91,311,276
0,1200,7,8,26.16,175,NA
0,1200,3,9,14.08,595,525
0,1200,3,6,6.83,-34,-29
0,1200,4,9,11.75,396,433
0,1200,4,5,26.33,-132,-27
0,1200,4,9,10.33,68,637
0,1200,7,2,18.91,-66,-86
0,1200,NA,NA,16.5,-58,-56
0,1200,3,5,8.75,-92,-99
0,1200,NA,NA,6,-34,-50
0,1200,3,1,4.75,229,30
1,1200,3,5,6.91,315,361
0,1200,NA,NA,0.58,15,NA
1,1200,2,3,26.58,-138,-298
0,1200,1,3,3.25,-9,NA
0,1200,5,3,22.91,-135,-138
0,1200,2,7,5.75,8,-17
0,1200,7,8,6.91,-107,-79
0,1200,2,9,7.33,94,214
0,1200,5,6,11,-3,-3
0,1200,7,6,6.83,-30,-105
0,1300,7,4,5.58,812,638
1,1200,5,6,4.75,11,NA
0,1200,7,1,15.58,313,80
0,1200,2,NA,3.25,-27,-27
0,1200,7,1,29.75,-43,-75
0,1200,NA,NA,3.58,-73,NA
0,1200,NA,NA,5.41,-65,NA
0,1200,4,7,18.08,-48,-48
0,1200,7,NA,15,-54,-52
0,1100,2,1,7.33,-65,57
0,1200,3,9,14.41,-64,-46
0,1200,NA,NA,2.33,-3,-3
0,1200,3,6,15.5,-94,-110
0,1300,7,1,23,142,NA
1,1200,3,8,15.58,-42,NA
0,1100,3,1,4,159,-77
0,1200,NA,NA,2.5,147,441
0,1200,2,4,1.16,23,51
0,1200,5,6,0.75,94,-8
0,1200,5,1,4.25,-28,-29
0,1200,7,4,28.08,-97,43
1,1200,4,1,1.41,-80,NA
0,1200,5,3,10.75,93,108
0,1100,6,1,2.25,-26,NA
0,1300,NA,3,11.5,-61,-61
1,1200,3,6,4.91,1279,832
1,1100,5,6,8.5,-15,-18
0,1200,3,4,1.91,-22,28
0,1200,7,1,10.66,-134,-64
0,1200,2,5,3.08,-115,-99
0,1200,NA,NA,7.33,-26,NA
0,1200,NA,NA,2,-12,-34
0,1200,6,6,12.5,159,-91
0,1200,2,5,10.66,-57,-5
0,1300,NA,NA,2.41,-50,NA
0,1200,NA,NA,5.5,-52,-68
0,1100,2,4,4.41,109,82
1,1200,4,6,6.25,35,-44
1,1100,3,5,0.5,-16,99
0,1200,4,9,27.5,123,356
1,1200,2,9,1.91,-85,-71
0,1200,5,5,20.75,35,150
0,1200,NA,7,17.91,455,317
0,1200,2,6,3.33,156,404
1,1200,2,1,6.16,1065,929
0,1200,3,7,7.41,556,273
1,1200,2,6,0.83,73,1083
0,1200,3,NA,7.58,-20,-20
0,1200,6,7,29.16,62,75
0,1200,NA,NA,29,-101,-95
0,1100,4,3,2.83,93,71
0,1200,3,4,5.58,219,385
0,1200,1,1,3.75,-72,-65
0,1200,NA,NA,19.33,-144,921
0,1200,7,3,15.83,69,760
0,1200,3,8,5.66,-33,NA
0,1200,4,7,13.91,676,684
0,1200,3,3,2.16,-23,-28
0,1300,NA,NA,1.16,-43,184
0,1200,3,6,5.91,-28,NA
0,1200,2,9,14.83,196,61
0,1200,5,9,20.75,-102,-61
0,1300,NA,NA,11.33,-30,NA
0,1300,1,3,6.41,132,129
0,1200,4,NA,10.08,66,79
0,1200,3,6,19.33,-221,-160
0,1200,2,5,4.41,153,165
0,1200,4,NA,4.41,-32,-24
1,1200,4,8,16.25,70,312
0,1200,NA,NA,0.41,643,470
0,1200,NA,NA,15.91,-52,-8
0,1100,NA,NA,27.66,-26,69
0,1200,NA,NA,2.83,16,NA
0,1200,2,8,6.58,-36,3
0,1200,NA,NA,15.08,172,544
0,1200,4,4,20.91,-87,-168
1,1200,4,6,18.08,-120,163
0,1200,6,5,14.5,153,-35
0,1200,6,5,19,342,298
0,1200,NA,NA,1.83,229,555
0,1300,4,5,7.41,29,30
0,1200,NA,NA,0.75,-35,-18
0,1200,NA,NA,25.91,-22,-11
0,1200,7,3,25.41,80,65
0,1300,3,1,30.41,-19,-19
1,1200,4,6,18.41,295,330
0,1200,6,9,2.08,-25,35
0,1300,5,4,22.91,1082,118
0,1200,NA,NA,4.75,-50,60
0,1300,3,7,10.25,84,25
0,1200,4,5,13.5,55,-261
0,1200,3,9,4.25,-95,-95
0,1200,3,5,5.83,-128,-134
0,1200,NA,NA,1,-3,NA
0,1100,NA,NA,0.91,138,874
1,1200,4,9,3.16,636,657
0,1200,4,8,1.33,-3,34
0,1100,3,1,4.41,-12,125
0,1200,3,7,14.5,98,107
1,1100,3,6,6.83,675,611
0,1200,4,7,4.66,70,269
0,1200,1,5,4.91,-111,-210
0,1100,5,6,13.08,396,471
0,1200,4,3,2,971,534
0,1200,3,6,5.08,-2,204
0,1300,5,5,3.83,73,85
1,1200,2,3,6.41,-3,-10
0,1200,2,9,1.16,-5,-6
0,1200,3,6,8.58,15,-5
0,1200,5,9,20.5,-126,-115
0,1200,2,4,3.58,-105,NA
0,1200,5,7,14.75,3,-32
0,1200,6,4,7.41,265,247
0,1200,4,5,16,-82,224
0,1200,2,NA,7.66,194,166
0,1300,6,2,35.41,124,213
0,1200,3,6,18.58,21,97
1,1200,7,9,2.75,385,1016
0,1200,4,6,5.91,-111,-96
1,1200,2,6,3.16,337,338
0,1200,4,8,9.66,517,624
0,1200,3,8,1.83,-18,-69
0,1200,7,1,19.16,-16,53
0,1200,3,6,5.41,-68,-48
0,1200,6,6,7.41,-9,15
1,1200,2,3,0.16,33,-36
0,1100,NA,NA,0.58,13,12
0,1100,4,2,16,506,335
0,1200,3,5,14.91,317,224
0,1300,2,8,3,180,NA
0,1200,6,9,3.58,56,NA
0,1200,NA,NA,33.08,213,119
0,1300,6,6,7.58,-81,-74
1,1200,3,9,4.75,101,111
0,1200,2,1,6.66,-64,NA
0,1200,4,5,2,412,227
0,1100,6,6,17,-119,-92
0,1300,4,8,4.16,-81,-64
0,1200,2,9,10.33,395,373
0,1200,2,9,8.41,240,352
0,1100,4,6,23.75,-19,-53
0,1300,3,4,11.58,330,534
0,1300,NA,NA,1.5,-37,-31
0,1200,NA,NA,6.75,89,98
0,1200,5,7,5.91,161,97
1,1200,NA,NA,0.41,-64,237
0,1200,3,7,3.33,152,140
0,1200,NA,NA,2.58,3,3
1,1200,NA,3,0.75,15,10
0,1200,2,1,2.41,10,13
0,1200,3,7,8.58,1301,2696
0,1100,4,9,23.5,-3,-45
0,1200,4,7,5.5,489,299
0,1200,NA,NA,4.91,335,525
0,1300,6,2,2.16,13,34
0,1200,5,8,11,38,29
0,1200,6,5,3.5,-15,-43
0,1200,3,4,5.58,101,88
0,1200,NA,NA,9.83,-95,-95
0,1200,NA,NA,0.41,-5,12
0,1300,3,7,4.58,417,25
1,1300,3,5,12.66,96,203
0,1200,NA,NA,9.5,-16,NA
0,1300,4,6,19.83,385,405
1,1200,NA,NA,5.66,-157,NA
0,1200,7,9,11.5,-13,18
0,1200,6,6,9.08,72,45
1,1200,NA,NA,11.58,-106,NA
1,1200,NA,NA,0.58,-27,-15
0,1200,2,7,4.33,-157,-129
0,1200,5,8,7.16,388,664
0,1200,4,6,2.5,-24,-11
0,1200,NA,NA,2.66,-26,-26
0,1200,6,5,8.33,42,-4
0,1200,NA,NA,0.41,-95,NA
0,1200,3,6,8.91,382,350
1,1200,3,7,18.16,234,526
0,1200,5,8,28.41,436,239
0,1200,7,6,6.66,275,256
0,1100,2,4,4.5,103,307
0,1200,NA,NA,4.41,111,42
0,1200,NA,NA,12.5,41,NA
0,1200,NA,6,5.41,-3,-34
1,1200,1,8,0.25,11,NA
0,1300,6,6,7.58,-89,NA
0,1200,5,3,7.58,528,184
0,1200,NA,NA,8.33,-2,NA
0,1200,3,6,7.5,0,0
0,1100,5,8,20.66,101,100
0,1200,NA,NA,29.83,272,219
0,1200,5,2,5.91,-3,-3
0,1200,7,4,25.83,-29,-43
0,1200,4,6,16.5,10,-48
0,1300,5,7,4.5,369,380
0,1300,1,2,2,-31,NA
0,1200,7,8,29.66,-33,-66
0,1200,5,9,6.91,89,547
0,1200,3,5,2,-29,-29
0,1200,7,7,12.33,131,99
0,1200,3,9,8.33,-68,-71
0,1200,NA,NA,2.5,300,408
0,1200,NA,NA,19.75,113,NA
0,1100,6,1,0.5,33,NA
0,1200,7,3,17.58,123,84
0,1200,NA,8,3.58,283,-68
0,1300,NA,NA,4.41,-2,-2
0,1200,7,6,3,5,35
0,1100,NA,NA,3.83,-159,-114
0,1200,3,6,3.75,331,146
0,1200,3,NA,10.25,-71,-68
0,1200,3,6,8.75,485,160
0,1200,2,8,10.83,247,117
0,1200,7,6,15.41,187,274
0,1200,6,8,6.25,-47,-116
0,1200,NA,NA,14.25,42,362
0,1200,4,7,24,-60,-63
0,1300,1,1,5.41,-103,-54
0,1200,3,3,5.25,-170,-199
0,1200,1,6,9.5,98,171
0,1300,NA,NA,31.75,-42,-65
0,1200,6,4,6.83,-93,6062
0,1200,3,3,6,-61,-49
0,1100,NA,NA,3,14,NA
0,1200,7,3,15.91,414,472
0,1200,5,6,18.33,-154,-97
1,1300,NA,NA,0.83,-29,-44
1,1200,7,6,25.91,102,19
0,1100,3,9,12,-9,74
0,1200,NA,NA,1.66,78,NA
0,1200,2,9,10.08,20,14
0,1200,5,7,13.25,560,543
0,1200,7,6,12.41,991,1270
0,1200,5,8,17.5,-106,-100
1,1200,2,3,8,-49,-1
0,1200,3,6,4.83,-54,-46
0,1200,5,4,20,70,244
0,1200,4,7,8.91,-19,-28
0,1200,2,6,3.5,59,NA
0,1100,NA,NA,4.5,174,49
0,1200,4,4,7.5,326,492
0,1200,NA,3,6.75,-31,NA
0,1300,NA,NA,0.33,-22,NA
0,1200,2,1,5.41,41,-67
0,1200,7,6,31.08,300,81
0,1200,NA,NA,1.33,-31,NA
0,1300,5,5,39.75,-138,-110
0,1200,NA,NA,2.5,26,NA
0,1200,NA,NA,10.08,218,NA
1,1200,5,7,5.41,22,-1
0,1200,4,9,16,-78,NA
0,1200,4,5,3.75,342,NA
0,1200,4,6,14.58,-64,-39
0,1200,2,7,3.75,-10,-17
0,1200,3,7,16.33,-19,-28
0,1200,4,NA,2.16,-25,25
1,1200,3,9,3.25,147,179
0,1200,NA,NA,0.5,0,34
0,1300,2,4,2.83,-64,-21
0,1200,NA,NA,11.08,-44,NA
0,1300,3,5,0.83,218,220
0,1200,6,7,10.5,283,228
0,1200,7,8,2.83,94,47
0,1200,4,6,2,403,455
0,1200,1,2,0.83,110,196
0,1200,6,4,16.33,306,264
0,1200,2,9,2.58,56,78
0,1200,3,9,3.25,155,-21
0,1300,NA,NA,7.75,-10,45
0,1300,6,2,11.41,-74,1
1,1200,NA,NA,1.33,-19,-26
0,1300,5,1,7.16,-29,-25
0,1100,4,7,5.58,196,153
1,1200,NA,NA,2.33,39,-29
0,1200,7,2,30,76,193
0,1100,4,4,3.66,270,47
0,1200,3,9,18.83,189,22
0,1200,3,8,6.41,333,156
0,1200,7,1,36.33,-26,-52
0,1200,NA,NA,9.75,1,NA
0,1100,4,5,23.08,-80,-65
0,1200,NA,NA,2.58,-29,NA
1,1200,2,9,5.58,-116,-99
0,1200,5,4,22.16,151,205
0,1200,5,6,17.08,15,NA
0,1200,5,6,20.16,153,101
0,1200,2,7,4.58,8,21
0,1200,NA,NA,5.58,134,NA
0,1200,7,2,24.08,70,77
0,1200,NA,NA,3.33,521,453
0,1200,7,6,12.16,54,118
0,1200,3,7,11,468,351
0,1200,3,5,3.5,189,318
1,1200,2,6,7,-92,103
1,1200,3,3,16.58,-111,126
0,1300,6,8,7.66,-26,-24
0,1200,NA,NA,19.41,978,2138
0,1200,6,7,6.75,-83,-116
0,1200,NA,NA,7.66,40,NA
0,1200,NA,NA,22.08,277,NA
0,1300,NA,NA,5.25,-34,172
0,1300,3,1,1.83,-37,-2
0,1200,4,9,4.5,413,392
1,1100,6,7,6.08,127,NA
0,1200,7,1,5.5,132,231
0,1300,1,4,2.41,-16,NA
0,1200,2,1,6,-54,89
0,1200,3,6,0.83,48,219
0,1200,2,7,12.41,78,379
0,1200,7,2,28.75,46,81
1,1200,2,1,7.33,-79,NA
0,1200,5,9,6.75,405,463
0,1200,4,8,11.75,74,644
0,1200,3,4,4.25,-119,NA
0,1200,NA,NA,3.25,4,NA
0,1200,5,3,7.5,279,4
0,1200,NA,NA,35.83,315,115
0,1200,2,9,6.41,-101,-39
0,1200,4,8,10.41,28,-27
0,1200,7,3,0.91,212,786
0,1200,3,7,7.91,121,414
1,1300,NA,NA,2.5,13,NA
0,1200,2,6,3.41,-2,-2
0,1200,6,5,6.66,75,38
0,1200,NA,NA,0.58,-24,NA
0,1200,NA,8,3.5,-123,-60
0,1200,5,7,14.66,8,-27
0,1200,4,1,4.25,430,460
0,1200,4,9,9.66,41,216
0,1200,5,9,7.66,148,322
0,1200,2,4,11.08,157,156
0,1200,5,8,7.75,219,209
0,1200,7,6,24.08,652,418
0,1200,2,6,3.58,155,145
0,1100,6,1,33.16,-74,-71
0,1200,NA,NA,12.41,0,0
0,1200,3,7,5,11,NA
0,1200,7,3,14.91,16,20
0,1200,4,5,5.5,-1,65
0,1300,1,9,4.5,-62,14
0,1200,5,6,8.91,-20,2
0,1200,NA,NA,3.58,-136,-110
0,1100,NA,NA,23.91,-18,-32
1,1200,5,3,7.41,-53,-37
0,1200,4,8,13.25,-19,-2
0,1200,NA,1,4.58,0,13
0,1200,2,7,5.25,-3,-63
0,1100,7,1,18.58,-82,-81
1,1100,4,3,7.41,-48,-128
0,1200,NA,NA,5.25,-29,-31
0,1200,6,9,21.58,338,278
1,1200,4,6,4.58,-8,86
0,1200,6,5,28.08,413,568
1,1200,3,3,8.33,-124,-83
1,1200,4,5,7.58,-20,-62
0,1200,4,6,0.66,-49,-17
0,1200,NA,NA,0.5,-23,-56
0,1200,4,3,15.66,227,60
1,1200,NA,NA,2.16,-6,NA
0,1300,4,6,6.25,-86,-120
0,1200,NA,8,1.83,250,275
0,1100,7,6,6.33,187,62
0,1200,1,9,9,27,-24
0,1200,4,8,12.83,31,151
0,1200,5,9,6.41,161,168
0,1200,6,6,16.33,-29,20
0,1200,NA,NA,2.75,944,NA
0,1200,4,9,12.66,209,225
0,1200,7,4,28.5,-18,-18
1,1200,2,3,3.66,-36,-18
0,1100,NA,NA,4.66,-28,NA
0,1300,2,1,1.5,-36,-48
0,1200,5,5,26.25,-32,-72
0,1200,1,6,2.83,-3,NA
0,1200,4,8,9.58,62,322
0,1200,NA,NA,12.25,-3,NA
0,1300,NA,NA,5.83,8,13
0,1200,3,7,6.25,253,NA
1,1200,3,7,4.91,171,NA
0,1200,NA,NA,1.83,-96,NA
0,1200,NA,NA,2.25,-29,NA
0,1200,2,6,24.08,-30,32
0,1200,4,9,12.91,221,249
0,1200,NA,NA,6.91,-93,-63
0,1300,NA,NA,6.41,-40,-39
0,1200,5,NA,19.5,607,NA
0,1200,6,6,36,416,481
0,1200,2,7,8.25,-57,-87
0,1200,7,4,16.91,25,-73
0,1200,NA,NA,0.25,9,NA
0,1200,7,7,6.5,-110,-27
0,1200,6,3,7.41,-56,-74
0,1200,7,6,14.5,281,214
0,1200,2,9,9.08,166,113
0,1100,NA,NA,6.66,-40,-31
0,1200,6,9,19.16,429,125
0,1200,4,2,19.58,-55,NA
1,1200,NA,NA,13.08,-71,-13
0,1200,NA,NA,12.33,-105,-73
0,1300,2,4,3.41,-84,372
0,1100,4,5,20,225,-86
0,1200,4,5,18.91,-134,-97
1,1200,5,3,5.83,8,-5
0,1200,3,3,1.08,-19,NA
0,1200,NA,3,5.66,-80,-64
0,1300,2,6,13.5,131,400
0,1200,NA,NA,28,1084,1384
0,1200,6,8,3.5,293,241
0,1200,3,8,10.66,180,141
0,1200,7,8,16.75,1113,909
0,1300,5,5,4.08,11,97
0,1200,4,6,8.25,-64,-104
0,1200,2,1,4.58,1,-64
1,1200,2,9,5.16,299,-131
0,1100,2,1,4.5,-32,-25
0,1200,3,3,10.83,-49,-19
0,1200,NA,NA,12.5,-39,-20
0,1200,NA,NA,15.66,-28,-29
0,1300,NA,NA,25.41,224,407
0,1100,7,1,29.25,-52,-44
0,1100,6,3,7.41,-50,NA
0,1300,NA,NA,3,-85,-76
0,1200,2,6,8.75,92,330
0,1200,6,3,10.66,251,358
0,1200,NA,NA,5.08,-19,-40
0,1200,NA,NA,6.16,24,116
0,1200,NA,NA,5.5,-24,NA
0,1200,4,5,9.91,-13,2
0,1300,NA,NA,6.66,223,267
0,1200,5,4,11.75,-35,-41
1,1200,NA,NA,8.5,69,374
0,1200,5,6,26.5,-143,-123
0,1200,NA,NA,0.33,-15,NA
0,1200,3,6,12,-48,-1
0,1100,NA,NA,9.33,-110,-89
0,1200,5,6,6.75,107,-107
0,1200,4,6,4.5,-28,-26
1,1200,NA,NA,15.58,-126,NA
0,1200,2,5,3.75,305,0
1,1200,4,6,5,174,179
0,1200,6,6,27.75,221,155
0,1200,NA,NA,10.58,-165,NA
0,1100,NA,NA,12.16,227,106
0,1200,NA,9,11.58,-88,51
0,1200,7,5,24.33,74,213
0,1200,4,6,10.66,104,104
0,1200,3,3,1.16,60,196
0,1200,NA,NA,2.16,-31,-29
0,1300,NA,NA,12.83,1002,739
0,1100,4,7,10.16,-26,NA
0,1300,2,1,3.33,-86,NA
1,1200,4,7,6.75,131,-63
0,1300,NA,NA,3.16,-31,NA
0,1100,NA,NA,9.83,-55,NA
0,1200,NA,NA,1,16,17
0,1200,2,8,11.83,323,NA
0,1200,2,1,4.25,1,NA
0,1300,1,6,3.58,-120,-91
0,1300,NA,NA,19.16,64,NA
0,1300,6,6,30.16,-113,-49
0,1200,3,9,15.5,-103,-103
0,1200,3,6,8.5,74,-81
1,1200,2,5,10.5,104,145
0,1200,6,7,23.25,684,835
0,1200,NA,NA,1.41,13,10
0,1200,3,8,16.08,297,56
1,1200,3,6,3.58,-199,-183
0,1100,1,3,23.75,-114,-108
0,1200,NA,NA,0.66,-31,-11
0,1200,4,6,11.08,-36,-19
0,1200,NA,NA,1.75,-41,-47
0,1200,3,6,2.66,240,236
0,1200,3,6,15.41,431,306
0,1200,5,6,11.66,454,417
0,1200,4,6,4,-75,-39
0,1200,NA,NA,2.41,-49,-121
0,1200,2,3,2.91,1,-8
0,1200,4,5,6.66,-94,-112
0,1200,3,7,6.91,134,139
1,1200,2,9,6.5,239,364
0,1200,4,5,16.83,305,664
0,1300,NA,NA,25.25,802,NA
0,1200,NA,NA,23.25,850,194
0,1200,4,1,14.16,-132,-111
0,1200,3,3,6.75,2,44
0,1200,3,7,15.08,-8,86
0,1200,NA,NA,11.25,67,NA
0,1100,NA,NA,21.33,244,660
0,1200,NA,6,0.5,-17,-14
0,1200,4,5,11.5,254,299
0,1200,1,8,3.5,-27,-30
0,1200,3,8,7.41,17,-39
0,1200,4,6,21.33,130,137
0,1200,NA,NA,24.16,-13,NA
0,1200,NA,NA,8.75,126,37
0,1200,6,3,22.08,26,24
0,1300,1,1,5.33,-216,-259
0,1300,4,5,4.66,370,592
0,1200,NA,NA,7.58,144,673
0,1200,NA,NA,17.33,204,NA
0,1200,4,9,10.75,135,452
0,1200,7,5,3.75,223,267
0,1200,4,7,5.25,-3,-3
0,1200,2,6,1.25,129,156
0,1100,2,1,1.33,-14,-35
0,1200,5,3,28.75,-118,3
1,1200,3,5,10.83,-19,-95
0,1200,1,6,1.58,143,133
0,1200,5,9,6.33,249,185
0,1100,NA,NA,0.25,6,NA
0,1200,NA,NA,1.08,-80,-80
0,1200,5,5,9.33,-5,-99
0,1200,3,3,11.83,-45,NA
0,1200,3,8,16,382,59
1,1300,2,5,2.33,182,171
0,1200,7,7,22.5,-65,-70
0,1200,6,6,3.91,-36,-27
0,1300,NA,NA,4.25,-54,-44
0,1200,2,4,3.66,-29,-29
0,1200,NA,NA,8.58,601,NA
0,1200,NA,NA,15.75,147,198
1,1200,4,6,20,440,464
1,1200,7,6,17.08,520,299
0,1300,NA,NA,2.75,165,402
0,1200,5,1,4.75,-74,-72
0,1200,NA,6,1.16,-27,-28
0,1200,4,6,1.58,14,55
0,1200,5,6,7.66,538,453
0,1100,NA,NA,0.16,18,NA
0,1200,3,6,1.66,-48,-43
0,1200,NA,NA,4.08,5,NA
0,1200,NA,NA,21.91,313,724
0,1200,6,7,31.83,275,233
1,1200,2,9,1.83,-124,-17
0,1200,NA,NA,1.75,-33,14
0,1200,5,4,27.33,-32,-11
0,1200,4,3,27.41,239,156
0,1200,7,6,25.33,-139,14
0,1200,2,1,6.33,-2,10
0,1300,3,4,3.08,-27,NA
1,1200,3,9,15.5,90,195
0,1200,NA,2,19.25,256,309
0,1200,4,9,9.33,446,358
1,1200,4,5,3.41,111,199
0,1200,2,3,8.25,-4,17
0,1100,NA,NA,4,-24,-28
1,1100,4,5,6.16,-93,2
0,1200,3,7,14.58,-209,NA
1,1200,2,8,3.16,90,-31
1,1200,3,6,6.66,346,360
1,1200,NA,NA,9.75,-44,-64
0,1200,6,4,2.58,11,NA
0,1200,3,7,7.91,-43,-1
0,1200,2,7,8.83,-110,-107
0,1200,3,3,4.33,-5,-1
0,1200,4,7,16,-36,-48
0,1200,2,7,5.66,-28,-22
0,1200,NA,NA,1.66,200,157
0,1200,4,6,5.66,-26,-24
0,1200,5,5,3.75,-4,-2
0,1100,4,5,0.66,-188,-129
0,1300,5,8,4.5,-3,-3
